,Unnamed: 0.1,Unnamed: 0,id,name,slug,permalink,date_created,date_created_gmt,date_modified,date_modified_gmt,type,status,featured,catalog_visibility,description,short_description,sku,price,regular_price,sale_price,date_on_sale_from,date_on_sale_from_gmt,date_on_sale_to,date_on_sale_to_gmt,on_sale,purchasable,total_sales,virtual,downloadable,downloads,download_limit,download_expiry,external_url,button_text,tax_status,tax_class,manage_stock,stock_quantity,backorders,backorders_allowed,backordered,low_stock_amount,sold_individually,weight,dimensions,shipping_required,shipping_taxable,shipping_class,shipping_class_id,reviews_allowed,average_rating,rating_count,upsell_ids,cross_sell_ids,parent_id,purchase_note,categories,tags,images,attributes,default_attributes,variations,grouped_products,menu_order,price_html,related_ids,meta_data,stock_status,has_options,hs_code,manufacture_country,unit,unit_price,mini_desc,defect_description,min_age,gtin,mpn,sale_price_label,sale_price_regular_label,delivery_time,country_specific_delivery_times,free_shipping,service,used_good,defective_copy,differential_taxation,is_food,food,_links,Category 0,Category 1,Category 2,attribute value 0,attribute name 0
0,0,0,166601,"APPLE iPad Wi-Fi 2021 9th Gen (10.2"", 64 GB, Space Grau)",apple-ipad-wi-fi-2021-9th-gen-10-2-64-gb-space-grau,https://hanfpost.ch/apple-ipad-wi-fi-2021-9th-gen-10-2-64-gb-space-grau/,2022-11-30T16:27:53,2022-11-30T15:27:53,2022-12-05T09:38:13,2022-12-05T08:38:13,simple,publish,False,hidden,,,,369.0,369.0,,,,,,False,True,0,False,False,[],-1,-1,,,taxable,,False,,no,False,False,,False,,"{'length': '', 'width': '', 'height': ''}",True,True,,0,True,0.0,0,[],[],0,,"[{'id': 76, 'name': 'CBD Öl', 'slug': 'cbd-ol'}]",[],"[{'id': 166600, 'date_created': '2022-11-30T17:26:57', 'date_created_gmt': '2022-11-30T15:26:57', 'date_modified': '2022-11-30T17:26:57', 'date_modified_gmt': '2022-11-30T15:26:57', 'src': 'https://hanfpost.ch/wp-content/uploads/2022/11/9a6955327bdbe7494b9eb46fa029a0f317c7fff53d537.jpeg', 'name': '9a6955327bdbe7494b9eb46fa029a0f317c7fff53d537', 'alt': ''}]",[],[],[],[],0,"<span class=""woocommerce-Price-amount amount""><bdi>369,00&nbsp;<span class=""woocommerce-Price-currencySymbol"">&#67;&#72;&#70;</span></bdi></span>","[126729, 125389, 129040, 125996, 128752]","[{'id': 2823821, 'key': '_wt_product_coupon', 'value': ''}, {'id': 2823823, 'key': 'rank_math_seo_score', 'value': '13'}, {'id': 2823826, 'key': 'pf_swissbilling_product_category', 'value': 'none'}, {'id': 2823827, 'key': '_ywpc_enabled', 'value': 'no'}, {'id': 2823828, 'key': '_ywpc_sale_price_dates_from', 'value': ''}, {'id': 2823829, 'key': '_ywpc_sale_price_dates_to', 'value': ''}, {'id': 2823830, 'key': '_ywpc_sold_qty', 'value': '0'}, {'id': 2823831, 'key': '_ywpc_discount_qty', 'value': '0'}, {'id': 2823847, 'key': 'wc_productdata_options', 'value': [{'_product_block': '0', '_top_content': '', '_bottom_content': '', '_bubble_new': '', '_bubble_text': '', '_custom_tab_title': '', '_custom_tab': '', '_product_video': '', '_product_video_size': '', '_product_video_placement': ''}]}, {'id': 2823848, 'key': '_unit', 'value': ''}, {'id': 2823849, 'key': '_unit_base', 'value': ''}, {'id': 2823850, 'key': '_unit_product', 'value': ''}, {'id': 2823851, 'key': '_unit_price_auto', 'value': 'no'}, {'id': 2823852, 'key': '_unit_price_regular', 'value': ''}, {'id': 2823853, 'key': '_unit_price', 'value': ''}, {'id': 2823854, 'key': '_unit_price_sale', 'value': ''}, {'id': 2823855, 'key': '_sale_price_label', 'value': ''}, {'id': 2823856, 'key': '_sale_price_regular_label', 'value': ''}, {'id': 2823857, 'key': '_mini_desc', 'value': ''}, {'id': 2823858, 'key': '_defect_description', 'value': ''}, {'id': 2823859, 'key': '_allergen_ids', 'value': []}, {'id': 2823860, 'key': '_warranty_attachment_id', 'value': ''}, {'id': 2823861, 'key': '_min_age', 'value': ''}, {'id': 2823862, 'key': '_ts_gtin', 'value': ''}, {'id': 2823863, 'key': '_ts_mpn', 'value': ''}, {'id': 2823864, 'key': '_delivery_time_countries', 'value': []}, {'id': 2823865, 'key': '_free_shipping', 'value': 'no'}, {'id': 2823866, 'key': '_service', 'value': 'no'}, {'id': 2823867, 'key': '_used_good', 'value': 'no'}, {'id': 2823868, 'key': '_defective_copy', 'value': 'no'}, {'id': 2823869, 'key': '_is_food', 'value': 'no'}, {'id': 2823870, 'key': '_differential_taxation', 'value': 'no'}, {'id': 2823871, 'key': '_gzd_version', 'value': '3.11.2'}, {'id': 2823872, 'key': '_hs_code', 'value': ''}, {'id': 2823873, 'key': '_manufacture_country', 'value': '0'}, {'id': 2823874, 'key': '_rank_math_gtin_code', 'value': ''}, {'id': 2823877, 'key': 'banner_single', 'value': ''}, {'id': 2823878, 'key': '_banner_single', 'value': 'field_62184dc85c9c9'}, {'id': 2823879, 'key': 'banner_single_mobile', 'value': ''}, {'id': 2823880, 'key': '_banner_single_mobile', 'value': 'field_621e2f5fc5eda'}, {'id': 2823881, 'key': 'text_sale_%', 'value': ''}, {'id': 2823882, 'key': '_text_sale_%', 'value': 'field_6218529acc977'}, {'id': 2823883, 'key': 'sale_%', 'value': ''}, {'id': 2823884, 'key': '_sale_%', 'value': 'field_621851ef65179'}, {'id': 2823885, 'key': 'inline_featured_image', 'value': '0'}, {'id': 2823886, 'key': 'rank_math_internal_links_processed', 'value': '1'}, {'id': 2823887, 'key': 'rank_math_primary_product_cat', 'value': '0'}, {'id': 2823888, 'key': 'rank_math_analytic_object_id', 'value': '1555'}, {'id': 2823890, 'key': 'rank_math_robots', 'value': ['noindex']}]",instock,False,,0,[],"{'base': '', 'product': '', 'price_auto': False, 'price': '', 'price_regular': '', 'price_sale': '', 'price_html': ''}",,,,,,[],[],[],[],False,False,False,False,False,False,"{'deposit_type': [], 'deposit_quantity': 1, 'deposit': 0, 'ingredients': '', 'nutrient_reference_value': '', 'nutri_score': '', 'alcohol_content': '', 'allergen_ids': [], 'nutrient_ids': [{'term': 0, 'value': '', 'ref_value': ''}], 'net_filling_quantity': '', 'drained_weight': '', 'description': '', 'distributor': '', 'place_of_origin': ''}","{'self': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products/166601'}], 'collection': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products'}]}",CBD Öl,,,,
1,1,1,166599,"APPLE iPad Wi-Fi 2021 9th Gen (10.2"", 64 GB, Space Grau)",,https://hanfpost.ch/?post_type=product&p=166599,,,2022-12-01T13:25:23,2022-12-01T12:25:23,simple,draft,False,visible,,,,,,,,,,,False,False,0,False,False,[],-1,-1,,,taxable,,False,,no,False,False,,False,,"{'length': '', 'width': '', 'height': ''}",True,True,,0,True,0.0,0,[],[],0,,[],[],[],[],[],[],[],0,,[],"[{'id': 2823816, 'key': '_wt_product_coupon', 'value': ''}, {'id': 2826656, 'key': '_stock_cachetime', 'value': '1670227141'}, {'id': 2826657, 'key': '_stock_info', 'value': 'unavailable'}]",outofstock,False,,CH,[],"{'base': '', 'product': '', 'price_auto': False, 'price': '', 'price_regular': '', 'price_sale': '', 'price_html': ''}",,,,,,[],[],[],[],False,False,False,False,False,False,"{'deposit_type': [], 'deposit_quantity': 1, 'deposit': 0, 'ingredients': '', 'nutrient_reference_value': '', 'nutri_score': '', 'alcohol_content': '', 'allergen_ids': [], 'nutrient_ids': [{'term': 0, 'value': '', 'ref_value': ''}], 'net_filling_quantity': '', 'drained_weight': '', 'description': '', 'distributor': '', 'place_of_origin': ''}","{'self': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products/166599'}], 'collection': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products'}]}",,,,,
2,2,2,166424,Jilter Filter Hanfpost - 42Stk.,jilter-filter-hanfpost-42stk,https://hanfpost.ch/jilter-filter-hanfpost-42stk/,2022-11-28T13:45:53,2022-11-28T12:45:53,2022-12-08T22:36:32,2022-12-08T21:36:32,simple,publish,False,visible,"<div id=""product-desc-14170929424"" class=""cc-shop-product-desc"">
<h2 class=""fn"">Jilter Filter Hanfpost - 42Stk.</h2>
</div>
<div id=""cc-shop-product-desc-text-14679605324"" class=""description"">
<p>42 Stk.</p>
<p>Die Jilter Zetklick-Box gibt es aktuell in der Hanfpost.ch Edition :).</p>
</div>
<p>&nbsp;</p>
",,200.11,1.8,1.8,,,,,,False,True,1,False,False,[],-1,-1,,,taxable,,True,2012.0,no,False,False,,False,,"{'length': '', 'width': '', 'height': ''}",True,True,,0,True,0.0,0,[],[],0,,"[{'id': 64, 'name': 'Filter', 'slug': 'filter'}]",[],"[{'id': 166425, 'date_created': '2022-11-28T14:49:33', 'date_created_gmt': '2022-11-28T12:49:33', 'date_modified': '2022-11-28T14:49:37', 'date_modified_gmt': '2022-11-28T12:49:37', 'src': 'https://hanfpost.ch/wp-content/uploads/2022/11/Jilter-Filter-Hanfpost-42Stk..jpg', 'name': 'Jilter Filter Hanfpost &#8211; 42Stk.', 'alt': 'Jilter Filter Hanfpost - 42Stk.'}]","[{'id': 5, 'name': 'Groesse', 'position': 0, 'visible': True, 'variation': True, 'options': ['Big', 'Medium']}]",[],[],[],598,"<span class=""woocommerce-Price-amount amount""><bdi>1,80&nbsp;<span class=""woocommerce-Price-currencySymbol"">&#67;&#72;&#70;</span></bdi></span>","[129063, 128967, 129002, 128507, 128567]","[{'id': 2813227, 'key': 'rank_math_internal_links_processed', 'value': '1'}, {'id': 2813248, 'key': '_stock_cachetime', 'value': '1670535392'}, {'id': 2813249, 'key': '_wpas_done_all', 'value': '1'}, {'id': 2813250, 'key': 'wc_productdata_options', 'value': [{'_product_block': '0', '_top_content': '', '_bottom_content': '', '_bubble_new': '', '_bubble_text': '', '_custom_tab_title': '', '_custom_tab': '', '_product_video': '', '_product_video_size': '', '_product_video_placement': ''}]}, {'id': 2813251, 'key': '_bulkdiscount_text_info', 'value': ''}, {'id': 2813252, 'key': '_bulkdiscount_enabled', 'value': 'yes'}, {'id': 2813253, 'key': '_bulkdiscount_quantity_1', 'value': ''}, {'id': 2813254, 'key': '_bulkdiscount_discount_1', 'value': ''}, {'id': 2813255, 'key': '_bulkdiscount_quantity_2', 'value': ''}, {'id': 2813256, 'key': '_bulkdiscount_discount_2', 'value': ''}, {'id': 2813257, 'key': '_bulkdiscount_quantity_3', 'value': ''}, {'id': 2813258, 'key': '_bulkdiscount_discount_3', 'value': ''}, {'id': 2813259, 'key': '_bulkdiscount_quantity_4', 'value': ''}, {'id': 2813260, 'key': '_bulkdiscount_discount_4', 'value': ''}, {'id': 2813261, 'key': '_bulkdiscount_quantity_5', 'value': ''}, {'id': 2813262, 'key': '_bulkdiscount_discount_5', 'value': ''}, {'id': 2813263, 'key': '_yoast_wpseo_primary_product_cat', 'value': '2945'}, {'id': 2813264, 'key': '_yoast_wpseo_focuskw_text_input', 'value': 'Jilter Zetklick-Box'}, {'id': 2813265, 'key': '_yoast_wpseo_focuskw', 'value': 'Jilter Zetklick-Box'}, {'id': 2813266, 'key': '_yoast_wpseo_title', 'value': 'Jilter Zetklick-Box | CBD Hanföl im Onlineshop bestellen'}, {'id': 2813267, 'key': '_yoast_wpseo_metadesc', 'value': 'Jilter Zetklick-Box | Schnelle Lieferung. Hanföl, Hanftropfen oder CBD Blüten findest du bei uns im Onlineshop!'}, {'id': 2813268, 'key': '_yoast_wpseo_linkdex', 'value': '44'}, {'id': 2813269, 'key': '_yoast_wpseo_content_score', 'value': '60'}, {'id': 2813270, 'key': 'sd_payments', 'value': []}, {'id': 2813271, 'key': '_stock_cachetime', 'value': '1670535392'}, {'id': 2813272, 'key': '_stock_info', 'value': 'normal'}, {'id': 2813273, 'key': '_yst_prominent_words_version', 'value': '1'}, {'id': 2813274, 'key': '_wpml_media_has_media', 'value': '1'}, {'id': 2813275, 'key': 'wpil_sync_report3', 'value': '1'}, {'id': 2813276, 'key': 'wpil_links_inbound_internal_count', 'value': '0'}, {'id': 2813277, 'key': 'wpil_links_inbound_internal_count_data', 'value': []}, {'id': 2813278, 'key': 'wpil_links_outbound_internal_count', 'value': '0'}, {'id': 2813279, 'key': 'wpil_links_outbound_internal_count_data', 'value': []}, {'id': 2813280, 'key': 'wpil_links_outbound_external_count', 'value': '0'}, {'id': 2813281, 'key': 'wpil_links_outbound_external_count_data', 'value': []}, {'id': 2813282, 'key': 'wpil_sync_report2_time', 'value': '2020-12-19T12:28:51+00:00'}, {'id': 2813283, 'key': 'wholesale_customer_wholesale_price', 'value': ''}, {'id': 2813284, 'key': 'wholesale_customer_wholesale_minimum_order_quantity', 'value': ''}, {'id': 2813285, 'key': 'wholesale_customer_wholesale_order_quantity_step', 'value': ''}, {'id': 2813286, 'key': 'wwpp_post_meta_enable_quantity_discount_rule', 'value': ''}, {'id': 2813287, 'key': 'pf_swissbilling_product_category', 'value': 'none'}, {'id': 2813288, 'key': '_ts_gtin', 'value': ''}, {'id': 2813289, 'key': '_ts_mpn', 'value': ''}, {'id': 2813290, 'key': 'wwpp_ignore_cat_level_wholesale_discount', 'value': 'no'}, {'id': 2813291, 'key': 'wwpp_ignore_role_level_wholesale_discount', 'value': 'no'}, {'id': 2813292, 'key': 'wwpp_product_hash', 'value': '60784aa4945d03.26673021'}, {'id': 2813293, 'key': '_yoast_wpseo_focuskeywords', 'value': '[]'}, {'id': 2813294, 'key': '_yoast_wpseo_keywordsynonyms', 'value': '[""""]'}, {'id': 2813295, 'key': '_yoast_wpseo_estimated-reading-time-minutes', 'value': '1'}, {'id': 2813296, 'key': 'cat_footer_have_wholesale_price', 'value': 'no'}, {'id': 2813297, 'key': 'wwpp_product_wholesale_visibility_filter', 'value': 'all'}, {'id': 2813298, 'key': '_wcct_goaldeal_99927_1618524000_1619042400', 'value': {'quantity': 8, 'type': 'custom', 'campaign_id': 99927}}, {'id': 2813299, 'key': '_wcct_goaldeal_stock_99927_1618524000_1619042400', 'value': 'yes'}, {'id': 2813300, 'key': 'rank_math_internal_links_processed', 'value': '1'}, {'id': 2813302, 'key': '_delivery_time_countries', 'value': []}, {'id': 2813309, 'key': 'rank_math_seo_score', 'value': '68'}, {'id': 2813311, 'key': '_ywpc_enabled', 'value': 'no'}, {'id': 2813312, 'key': '_ywpc_sale_price_dates_from', 'value': ''}, {'id': 2813313, 'key': '_ywpc_sale_price_dates_to', 'value': ''}, {'id': 2813314, 'key': '_ywpc_sold_qty', 'value': '0'}, {'id': 2813315, 'key': '_ywpc_discount_qty', 'value': '0'}, {'id': 2813316, 'key': '_unit', 'value': ''}, {'id': 2813317, 'key': '_unit_base', 'value': ''}, {'id': 2813318, 'key': '_unit_product', 'value': ''}, {'id': 2813319, 'key': '_unit_price_auto', 'value': 'no'}, {'id': 2813320, 'key': '_unit_price_regular', 'value': ''}, {'id': 2813321, 'key': '_unit_price', 'value': ''}, {'id': 2813322, 'key': '_unit_price_sale', 'value': ''}, {'id': 2813323, 'key': '_sale_price_label', 'value': ''}, {'id': 2813324, 'key': '_sale_price_regular_label', 'value': ''}, {'id': 2813325, 'key': '_mini_desc', 'value': ''}, {'id': 2813326, 'key': '_defect_description', 'value': ''}, {'id': 2813327, 'key': '_allergen_ids', 'value': []}, {'id': 2813328, 'key': '_warranty_attachment_id', 'value': ''}, {'id': 2813329, 'key': '_min_age', 'value': ''}, {'id': 2813330, 'key': '_free_shipping', 'value': 'no'}, {'id': 2813331, 'key': '_service', 'value': 'no'}, {'id': 2813332, 'key': '_used_good', 'value': 'no'}, {'id': 2813333, 'key': '_defective_copy', 'value': 'no'}, {'id': 2813334, 'key': '_is_food', 'value': 'no'}, {'id': 2813335, 'key': '_differential_taxation', 'value': 'no'}, {'id': 2813336, 'key': '_gzd_version', 'value': '3.11.0'}, {'id': 2813337, 'key': '_hs_code', 'value': ''}, {'id': 2813338, 'key': '_manufacture_country', 'value': '0'}, {'id': 2813339, 'key': '_rank_math_gtin_code', 'value': ''}, {'id': 2813340, 'key': 'banner_single', 'value': ''}, {'id': 2813341, 'key': '_banner_single', 'value': 'field_62184dc85c9c9'}, {'id': 2813342, 'key': 'banner_single_mobile', 'value': ''}, {'id': 2813343, 'key': '_banner_single_mobile', 'value': 'field_621e2f5fc5eda'}, {'id': 2813344, 'key': 'text_sale_%', 'value': ''}, {'id': 2813345, 'key': '_text_sale_%', 'value': 'field_6218529acc977'}, {'id': 2813346, 'key': 'sale_%', 'value': ''}, {'id': 2813347, 'key': '_sale_%', 'value': 'field_621851ef65179'}, {'id': 2813348, 'key': 'inline_featured_image', 'value': '0'}, {'id': 2813349, 'key': 'rank_math_primary_product_cat', 'value': '0'}, {'id': 2813353, 'key': 'rank_math_focus_keyword', 'value': 'Jilter Filter Hanfpost - 42Stk.'}, {'id': 2813354, 'key': 'rank_math_title', 'value': 'Hanfpost.ch Jilter Filter Hanfpost - 42Stk.'}, {'id': 2813355, 'key': 'rank_math_description', 'value': 'Jilter Filter Hanfpost - 42Stk. - Jetzt neu und nur auf Hanfpost.ch erhältlich.\nCheckt unseren Store aus.'}, {'id': 2813356, 'key': 'rank_math_analytic_object_id', 'value': '1542'}]",instock,False,,0,[],"{'base': '', 'product': '', 'price_auto': False, 'price': '', 'price_regular': '', 'price_sale': '', 'price_html': ''}",,,,,,[],[],[],[],False,False,False,False,False,False,"{'deposit_type': [], 'deposit_quantity': 1, 'deposit': 0, 'ingredients': '', 'nutrient_reference_value': '', 'nutri_score': '', 'alcohol_content': '', 'allergen_ids': [], 'nutrient_ids': [{'term': 0, 'value': '', 'ref_value': ''}], 'net_filling_quantity': '', 'drained_weight': '', 'description': '', 'distributor': '', 'place_of_origin': ''}","{'self': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products/166424'}], 'collection': [{'href': 'https://hanfpost.ch/wp-json/wc/v3/products'}]}",Filter,,,,
